Nombre;CategorÃ­a;Definicion;Caracteristicas
TERMINAL HORQUILLA 5/32 Ã¯Â¿Â½ 4 MM 12-10 AWG AMARILLO MAX;ELECTRICOS;;
TERMINAL HORQUILLA 3/16 Ã¯Â¿Â½ 5MM CABLE 12-10 AMARILLO AWG;ELECTRICOS;;
TERMINAL MACHO PLANO 250 Ã¯Â¿Â½ 1/4 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
TERMINAL MACHO REDONDO 156 Ã¯Â¿Â½ 4 MM CABLE 22-16 AWG ROJO MAX;ELECTRICOS;;
TERMINAL PIN PUNTA AZUL CABLE 16 - 14 AWG;ELECTRICOS;;
TERMINAL EMPALME TOPE AZUL CABLE 16-14 AWG;ELECTRICOS;;
FUNDA DE CARNAZA PARA TIJERAS TRUPER;HOGAR Y COCINA;;
GUANTE POLIESTER RECUBIERTO NITRILO T7;DOTACION INDUSTRIAL;;
"Cuchillo 7-1/2"" para electricista, Truper";ELECTRICOS;;
BOMBILLO LED 12W ZAFIRO;ELECTRICOS;;
BASCULADE DE RESORTE 100KG PRETUL;CONSTRUCCION;;
"PASADOR ALEMAN 21/2""";CERRAJERIA Y SEGURIDAD;;
JUEGO DE 7 DESTORNILLADORES DE PRESICION CORNETA;HERRAMIENTA MANUAL;;
KIT REPUESTO PISTOLA GRAVEDAD AEROGRAFO 1.5MM CORNETA;PARTES Y REPUESTOS;;
KIT REPUESTO PISTOLA BAJA PRESION 0.8MM CORNETA;PARTES Y REPUESTOS;;
CABUYA FIQUE NATURAL 6MM X 1MT FORTE;SOGAS Y CADENAS;;
CABUYA FIQUE NATURAL 8MM X 1MT FORTE;SOGAS Y CADENAS;;
CABUYA FIQUE NATURAL 13MM X 1MT FORTE;SOGAS Y CADENAS;;
ESCOBA PLASTICA DE JARDIN 22 DIENTES SIN MANGO;HERRAMIENTA MANUAL;;
CEMENTO BLANCO USO GENERAL 1 LIBRA;;;
"COPA GALVANIZADA 3/4"" X 1/2""";;;
FILTRO DE GASOLINA MOTOBOMBA TRUPER;PARTES Y REPUESTOS;;
"SOLDADURA ELECTRICA 7018 3/32"" 1K TRUPER";ABRASIVOS Y CONSUMIBLES;;
"SOLDADURA ELECTRICA 7018 3/32"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;;
TAPA BOCAS PARA POLVO CONCHA TRUPER;DOTACION INDUSTRIAL;;
"ESCUADRA CARPINTERO 12"" 30CM TRUPER";HERRAMIENTA MANUAL;Marca CLAPOTIS, Modelo 12IN, Color Fix, Material 2748301, Largo 30 cm, Grado de circunferencia 90°;"""Premium y duradero: La regla triangular está hecha de una aleación de aluminio de alta calidad con un acabado negro mate for evitar el deslumbramiento. Buena resistencia a la oxidación, cada regla triangular está engrosada, resistente a la corrosión y de alta dureza. y duradero, y no es fácil de romper. que es liviana y conveniente.*Alta precisión:Presenta una escala de prolongador 0-90 grados, brinda la precisión estándar que necesita. La tabla de conversión de ángulos ofrece la conveniencia de usar el número correcto for trabajar. Superficie lisa esmerilada, resistencia al desgaste, escala clara en la superficie de la regla, larga vida útil.El borde grueso se puede usar directamente con la sierra contra la escuadra for cortes transversales o cortes en ángulo con la escala del transportador grabada, lo que le permite marcar de manera rápida y precisa las líneas de corte en sus largueros.*Regla de triángulo multifuncional:Nuestra regla triangular se puede utilizar como transportador, regla, cinta de sierra y cuchillo triangular, así como también como regla. Esta es una herramienta perfecta for proyectos de armazón, techo, construcción y remodelación. También se puede utilizar como brújula de carpintería, escuadra triangular y escuadra de marco. La base horizontal es conveniente for marcar, suave y práctica.adecuado for todos los proyectos de construcción y renovación, También es útil for Diseñadorconstructores de casas, fabricantes, amante de bricolaje y artistas.*Diseño conveniente y cómodo:es conveniente for colgar y almacenar cuando no se usa con diseño humanizado. Los bordes y las esquinas de cada triángulo están pulidos con una artesanía especial, for que quede suave y no lastime sus manos*El embalaje del producto incluye:12 inch Regla de triángulox 1Garantía del vendedor: 30 días."""
ACEITERA DE PIPETA FLEXIBLE 500 ML;LUBRICANTES;;
"CIZALLA CORTAPERNOS 12"" PRETUL";HERRAMIENTA MANUAL;;
SIKA SET L ACELERANTE PARA MORTERO X 2,6K;CONSTRUCCION;;
VINILO TIPO 1 VINILICO GRIS BASALTO 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;;
VINILO TIPO 1 VINILICO GRIS BASALTO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;;
VINILO TIPO 1 VINILICO GRIS BASALTO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;;
VINILO TIPO 1 VINILICO GRIS BASALTO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;;
VINILO TIPO 1 VINILICO GRIS BASALTO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;;
SILICONA GRIS AUTOMOTRIZ ALTA TÃ¯Â¿Â½ 70ML TENKBOND;PEGANTES;;
SILICONA GRIS AUTOMOTRIZ ALTA TÃ¯Â¿Â½ 32G MKNICAL;PEGANTES;;
"PORTACANDADO 21/2"" INDUMA";CERRAJERIA Y SEGURIDAD;;
"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;;
"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE METAL TRUPER";HERRAMIENTA MANUAL;"""Marca Truper, Modelo ST-127-D, Herramientas compatibles SIERRACALADORA, SIERRATIPO""""T"""" """;"JUEGO SEGUETAS CALADORA 5 PZ ZANCO ''T''Especificaciones: Empaque: Blister, Zanco: Tipo ''T''Blíster con 5 seguetas 8 DPP zanco """"T"""" corte recto ideal para cortar aluminio grueso, PVC y plásticos en general.• Fabricadas en acero alta velocidad• Corte básico• Zanco """"T"""" compatible con otras marcas del mercadoCaracterísticas:Fáciles de cambiar y altamente resistentesSeguetas Resistentes para madera fabricadas en acero al cromo vanadioSeguetas Resistentes para metales fabricadas en acero alta velocidadUsos:Para cortar metal, PVC y otros materialesLlevamos más de 20 años con local fisico en la ciudad de Cali, contamos con los productos en stock, ofrecemos tambien retiro en persona.Quedamos atentos a responder dudas e inquitudes "
"JUEGO DE 5 SEGUETAS PARA CALADORA ""U"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;Marca Truper, Modelo 16129, Tipo de serrucho Carpintero, Materiales de aplicación Madera, Material de la hoja Metal, Largo de la hoja 1 mm, Peso del serrucho 1 kg ;"CÓDIGO: 16129CLAVE: JSCA-16Ficha técnicaJuego de 16 seguetas para caladora zanco """"U"""" corte rectoSeguetas para cortes en madera fabricadas en acero al cromo vanadioSeguetas para cortes en metales, plásticos y aluminio fabricadas en acero alta velocidadZanco """"U"""" compatible con otras marcas del mercadoPara sierras caladoras modelos CALA-NX6, CALA-A5, CALA-A4 , CALA-A3 marca Truper® y CALA-P3 marca Pretul®Incluye1 Segueta para madera corte fino y curvo2 Seguetas para madera corte fino y recto3 Seguetas para madera corte grueso y recto3 Seguetas para metal corte supe fino y recto2 Seguetas para metal corte fino y recto3 Seguetas multiusos corte fino y recto1 Segueta para pared yeso y madera corte estándar y recto1 Segueta para corcho y vinil"""
"JUEGO DE 2 SEGUETAS PARA SIERRA SABLE 6"" BIMETALICA TRUPER";HERRAMIENTA MANUAL;Marca DeWalt, Modelo DW4804-2, Herramientas compatibles Sierra ;"""Fabricadas en EE. UU. Con materiales internacionales, estas hojas de sierra recíproca para cortar madera duran hasta un 50% más * y cuentan con una forma de diente patentada que ofrece cortes rápidos y suaves en madera limpia y madera con clavos. Su construcción bimetálica está diseñada para prolongar la vida útil de la hoja y minimizar las roturas de la hoja.Características:* Diseño de Dientes Patentado, Geometría del diente produce mayor velocidad de corte y diente reforzado para mayor durabilidad.* Matriz con mayor resistencia al calor, a la ficción y al choque, para cortes más rápidos.* Ángulo de Encastre más agresivo, el cual mantiene la velocidad de corte aumentando la vida útil.*  Hasta un 50% de vida más larga. Las formas de dientes patentadas optimizan la extracción de virutas para un corte eficiente y una vida útil prolongada. * Diseño duradero de la hoja: la construcción bimetálica ofrece flexibilidad de la hoja y un filo de larga duración.Especificaciones técnicas: » Largo: 12""""» Dientes x pulgada: 6x» Tipo de respaldo: en cuña» Aplicación: Corte rápido en maderaAPTAS PARA SIERRA SABLE."""
JUEGO DE ACCESORIOS DE PISTOLA PARA PINTAR  TRUPER;PARTES Y REPUESTOS;;
RAFIA MILENIO 3 MM (1000) 1M;SOGAS Y CADENAS;;
"BUJE PVC SOLDADO 11/4""X1/2""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO 2""X1/2""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO 11/2""X1/2""";TUBERIAS Y ACCESORIOS;;
ABRAZADERA REF ACERO INOX AB - 104;HERRAJES Y SOPORTES;;
BOQUILLA GRIS 2K MAXI;CONSTRUCCION;;
LLAVE MIXTA CON RATCHET 15MM TRUPER EXP;HERRAMIENTA MANUAL;;
"ALICATE PARA ANILLOS 6"" CABEZAS INTERCAMBIABLES TRUPER";HERRAMIENTA MANUAL;;
ALICATE PUNTA PUNTA 90Ã¯Â¿Â½ PARA CERRAR ANILLOS TRUPER;HERRAMIENTA MANUAL;;
KIT CINTA LED 12V LUZ BLANCA 5M + ADAPTADOR MERCURY;ELECTRICOS;;
KIT CINTA LED 12V COLORES LUZ RGB 5M + ADAPTADOR MERCURY;ELECTRICOS;;
LUBRICANTE CADENAS MOTOS/BICLICLETAS 400 MERCURY;LUBRICANTES;;
BISAGRA OMEGA 3 X 1 LATONADA INDUMA;HERRAJES Y SOPORTES;;
LLANA LISA MANGO DE MADERA DTURIN;HERRAMIENTA MANUAL;;
SUPERMASTICK 1/4 1.4GM;;;
SUPERMASTICK CAJA 28k;;;
"DISCO DESBASTE METAL 7"" X 1/4"" X 7/8"" PREMIER";ABRASIVOS Y CONSUMIBLES;;
TOMA DOBLE TIPO LEVINTON NARANJA REGULADA CILES;ELECTRICOS;;
CINTA ANTIDESLIZANTE NEGRA 50MM X 6MT 3M;CONSTRUCCION;;
TOALLITA COLORES BORDADA;HOGAR Y COCINA;;
CRUCETA 10MM - 12MM - 14MM LARGA;HERRAMIENTA MANUAL;;
CRUCETA 9MM - 11MM - 13MM LARGA;HERRAMIENTA MANUAL;;
REGISTRO DUCHA MANIJA ALUVIA CORONA;GRIFERIA;;
"COPA MAGNETICA 5/16 LARGO 2"" TRUPER";HERRAMIENTA MANUAL;Marca Truper, Modelo 101001 ;"""Producto: Copa Larga De 5/16"""""""" 12 Puntas Cuadrante 1/2""""""""Marca: TruperModelo: 101001** DESCRIPCIÓN **El dado largo de 5/16"""""""" de 12 puntas, cuadro 1/2"""""""", es confiable y versátil. Fabricado en acero al cromo vanadio con acabado pulido espejo, garantiza resistencia a la oxidación y limpieza sencilla. Su sistema Truper-Drive asegura un agarre firme y mayor torque sin dañar tuercas ni tornillos. Incluye medida marcada para fácil identificación y boca biselada para acoplamientos rápidos.** CARACTERÍSTICAS **~ Fabricado en acero al cromo vanadio ~ Acabado pulido espejo resistente a la oxidación y de fácil limpieza~ Sistema de sujeción Truper-Drive ~ Medida marcada para fácil identificación~ Boca biselada para acoplamientos rápidos~ Medida 5/16"""""""" (8 mm)~ Cuadro 1/2"""""""" (13 mm)** PRINCIPALES USOS **~ Automotriz~ Mecánica ~ Otros."
"TORNILLO HEXAGONAL LAMINA PUNTA BROCA ANP 10 X 2""";TORNILLERIA;;
LLAVE LAVAPLATOS SENCILLA BRISA GRIVAL;GRIFERIA;;
PULPO 2MT;SOGAS Y CADENAS;;
GASTOP FUERZA MEDIA 36ML UNIFIX;PEGANTES;;
FLEXOMETRO FLEX 8 MT LUFKIN;HERRAMIENTA MANUAL;;
CANDADO RIGIDO TIPO U 12MM HERMEX;;;
CANDADO DE LATON  30MM GANCHO EXTRA LARGO HERMEX;;;
BISTURI 18MM TRABAJO PESADO ALMA METAL GRIP EXPERT TRUPER;;;
CANDADO CLAVE 20MM EN LATON BLISTER;;;
ALAMBRE 7 HILOS N 12 COLORES 1MT PROCABLES;;;
BLOQUE N 4 ROJO 10X30CM;CONSTRUCCION;;
LADRILLO COMUN;CONSTRUCCION;;
BROCA LAMINA HSS POINT TEQ 5/64 BOSH;;;
BROCA LAMINA HSS POINT TEQ 7/16 BOSH;;;
BROCA LAMINA HSS POINT TEQ 5/32 BOSH;;;
BROCA LAMINA HSS POINT TEQ 3/8 BOSH;;;
BROCA LAMINA HSS POINT TEQ 1/2 BOSH;;;
BROCA LAMINA HSS POINT TEQ 15/64 BOSH;;;
"BROCA MURO 3/16 x 4"" BOSH";;;
TERMINAL LUZ GRIS INDEXCOL SEMIPESADA 1/2;;;
CURVA LUZ GRIS INDEXCOL SEMIPESADA 1/2;;;
MALLA REJA LIVIANA 15X15 1.03 VERDE AGROTEK;;;
PANEL LED CUADRADO 3W INCRUSTAR MERCURY;;;
REFLECTOR LED TIPO TABLETA 150W 6500K MERCURY;;;
REFLECTOR LED TIPO TABLETA 100W 6500K MERCURY;;;
MANTO ASFALTICO SIN LLAMA 2MM ISOVER 1MT X 1MT;;;
CINTA TAPAGOTERAS 10 CM X 10MT ALUMBAND;;;
CEMENTO ASFALTICO MULTIUSOS DOY PACK 200ML;;;
"TUBO SANITARIO SEMIPESADO 6"" X 6MT INDEXCOL";;;
"TUBO SANITARIO SEMIPESADO 6"" X 1MT INDEXCOL";;;
KIT VALVULA TANQUE FLOTADOR ABASTO BRONCE 1/2 GRIVAL;;;
BOMBILLO LED EMERGENCIA 9W 5 HORAS MERCURY;;;
BOMBILLO LED CON SENSOR 9W E27 MERCURY;;;
IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO CUÃ¯Â¿Â½ETE CORONA;;;
IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO 1/4 CORONA;;;
IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO GRIS BALDE 2.5G CORONA;;;
PARAGUAS ULTRA 12 AÃ¯Â¿Â½OS BLANCO 1 GALON;;;
PARAGUAS ULTRA 12 AÃ¯Â¿Â½OS BLANCO 1/4 GALON;;;
MASILLA DRYWALL PANEL TEC PROFESSIONAL CUÃ¯Â¿Â½ETE 27KG CORONA;;;
TEXTUCO BOLSA 400GMS CORONA;;;
MASILLA ZOCALO 1 GALON 6.7KG CORONA;;;
MASILLA ZOCALO 1/4 1.5KG CORONA;;;
VINILO T1 VINILICO AZUL MEDITERRANEO 1 G PINTUCO;PINTURAS Y DISOLVENTES;;
VINILO T2 TOTAL CANECA 5 G CORONA;;;
VINILO T1 VINILICO AZUL MEDITERRANEO 1/2 G PINTUCO;;;
VINILO T1 VINILICO AZUL MEDITERRANEO 1/4 G PINTUCO;;;
VINILO T1 VINILICO AZUL MEDITERRANEO 1/8 G PINTUCO;;;
VINILO T1 VINILICO AZUL MEDITERRANEO 1/32 G PINTUCO;;;
HIDROLAVADORA 1.200W 1305PSI HL7000/120M GLADIATOR PRO;;;
"MINIPULIDORA 5""1.100W VV AA1025 (40400) NEO";;;
"TALADRO PERCUTOR 1/2"" 810W VV TP913 NEO";;;
"TALADRO PERCUTOR INALAMBRICO 3/8"" 12V DDI10/2/12 ENERGY";;;
SOLDADOR INVERSOR 200A 110/220 IE 8200/7+CARETA GLADIATOR;;;
SOLDADOR INVERSOR 130A 110V I130/6 ENERGY;;;
ASPIRADORA SECO/HUMEDO Y SOPLADOR GLADIATOR;;;
TALADRO INALAMBRICO 1/2+MINIPULIDORA 4.1/2 INALAMBRICO+BATERIA+DISCO ENERGY;;;
BOMBILLO LED 30W E27 LUZ BLANCA MERCURY;;;
BOMBILLO LED 20W E27 LUZ BLANCA MERCURY;;;
GUARDA ESCOBA PVC NEGRO, BLANCO Y CEREZO CLARO;;;
MALLA ZARANDA MADERA PEQUEÃ¯Â¿Â½A 29CM X50CM;;;
LLANA DENTADA MANGO DE PLASTICO 6 REMACHES TRUPER;;;
ESMALTE ANOLOK CHAMPAÃ¯Â¿Â½A 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ESMALTE ANOLOK CHAMPAÃ¯Â¿Â½A 1/2G SUPER;PINTURAS Y DISOLVENTES;;
PRIMER CROMATO DE ZINC VERDE 1 GALON;PINTURAS Y DISOLVENTES;;
ESMALTE EXPERTO BLANCO 1 CANECA SUPER;PINTURAS Y DISOLVENTES;;
"CAJA PARA PESCA 16"" CON 3 BANDEJAS DESLIZABLES TRUPER";HERRAMIENTA MANUAL;;
"PRENSA EN C DE HIERRO 3"" PRETUL";HERRAMIENTA MANUAL;;
TEJA PLASTICA TRANSPARENTE #8 244X92CM GERFOR;CONSTRUCCION;;
TEJA PLASTICA TRANSPARENTE #10 305X92CM GERFOR;CONSTRUCCION;;
ABRAZADERA METALICA INOX 4.6 X 10 CM UND;HERRAJES Y SOPORTES;;
ABRAZADERA METALICA INOX 4.6 X 15 CM UND;HERRAJES Y SOPORTES;;
ABRAZADERA METALICA INOX 4.6 X 20 CM UND;HERRAJES Y SOPORTES;;
BOCETO PLASTICO FOAMI 8MM PUNTA 10CM X 20CM;HERRAMIENTA MANUAL;;
BREAKER TACO PLUG 60 A EXE;ELECTRICOS;;
ESMALTE ANOLOK CHAMPAÃ¯Â¿Â½A 1/8 SUPER;PINTURAS Y DISOLVENTES;;
ESMALTE ANOLOK CHAMPAÃ¯Â¿Â½A 1/4 SUPER;PINTURAS Y DISOLVENTES;;
ESMALTE ANOLOK CHAMPAÃ¯Â¿Â½A 1/32 SUPER;PINTURAS Y DISOLVENTES;;
TEJA PLASTICA TRANSPARENTE #6 183X92CM GERFOR;CONSTRUCCION;;
ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/2G CORONA;;;
ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/4 CORONA;;;
ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1/8 CORONA;;;
ESMALTE SECADO RAPIDO BASE AGUA BLANCO 3/32 CORONA;;;
ARENA DE RIO 1 PALADA;;;
ARENA DE POZO 1 PALADA;;;
MIXTO 1 PALADA;;;
JUEGO DE 6 FRESAS PARA ROUTER TRUPER;;;
"FRESA PARA ROUTER RECTA 2 FILOS DE 1/4"" TRUPER";;;
"FRESA PARA ROUTER REDONDEADA DE 1"" TRUPER";;;
BROCA ESCALONADA OXIDO NEGRO 13 ESCALONES 1/8 A 1/2 TRUPER;;;
"PUNTA ESTRELLA N 1 LARGO 2"" UNIDAD TRUPER";;;
"PUNTA ESTRELLA N 3 LARGO 2"" UNIDAD TRUPER";;;
"COPA MAGNETICA 7/16 LARGO 21/2"" TRUPER";;;
"COPA MAGNETICA 12MM LARGO 21/2"" TRUPER";;;
ACEITE SINTETICO PARA MOTOR 2 TIEMPOS 60ML TRUPER;;;
BOQUILLA PARA SOLDADURAS TRUPER;;;
"BROCHA CERDA SINTETICA 3"" FORTE";;;
"BROCHA CERDA SINTETICA 21/2"" FORTE";;;
COPA PUNTA TORX 3/8 T30 STANLEY;;;
COPA PUNTA TORX 3/8 T40 STANLEY;;;
"RIEL EXTENSION 16""  40 CM U FORTE";;;
COPA LARGA HEXAGONAL 3/8 11MM FORTE;;;
COPA LARGA HEXAGONAL 3/8 12MM FORTE;;;
COPA PUNTA TORX 3/8 T15 FORTE;;;
"DISCO CORTE METAL STANDAR 41/2"" X 3/64"" X 7/8"" NORTON";ABRASIVOS Y CONSUMIBLES;;
SILICONA COGIN MEKANICAL 90GRMS GRIS;PEGANTES;;
COPA PUNTA TORX 3/8 T25 FORTE;HERRAMIENTA MANUAL;;
LLAVE LAVAPLATOS MESON FLEXIBLE CRUCETA FORTE;GRIFERIA;;
"UNION CONDUIT 1/2""";;;
"PUNTA COPA MAGNETICA 7/16"" FORTE";;;
BOQUILLA NEGRA CONCOLOR 2K CORONA;;;
BOQUILLA BEIGE CONCOLOR 2K CORONA;;;
BOQUILLA TABACO CONCOLOR 2K CORONA;;;
PALO DE ESCOBA;;;
NO MAS CLAVOS 227 G PATTEX;;;
ESMALTE PINTULUX TEU NEGRO 1/2G PINTUCO;;;
ESMALTE PINTULUX TEU NEGRO 1/8G PINTUCO;;;
ESMALTE PINTULUX TEU NEGRO 1/32G PINTUCO;;;
MICOS MEDIANO BRONCE PARA GUAYA;;;
BOTON CISTERNA PUSH SUPERIOR DOBLE PEQUEÃ¯Â¿Â½O;;;
BOTON CISTERNA PUSH SUPERIOR DOBLE GRANDE;;;
CHAZO SUPRA MARIPOSA PLASTICO 3/8;;;
RODACHINA PISO RPR 40 METALICO;;;
RODACHINA PISO RP 30 METALICO;;;
BOTON METALICO BICELADO PEQUEÃ¯Â¿Â½O;;;
MANIJA 1/2 LUNA PARA VENTANA;;;
ASIENTO SANITARIO TRADICIONAL COLORES CARDENAS;;;
ASIENTO SANITARIO PLUS BLANCO CARDENAS;;;
ESMALTE PINTULUX TEU GRIS PLATA 1/2G PINTUCO;;;
ESMALTE PINTULUX TEU GRIS PLATA 1/8G PINTUCO;;;
ESMALTE PINTULUX TEU GRISPLATA 1/32G PINTUCO;;;
ESMALTE PINTULUX TEU BLANCO 1/2G PINTUCO;;;
ESMALTE PINTULUX TEU BLANCO 1/8G PINTUCO;;;
ESMALTE PINTULUX TEU BLANCO 1/32G PINTUCO;;;
TORNILLO BRISTOL 4 X 16 NEGRO;;;
TORNILLO BRISTOL 4 X 20 NEGRO;;;
TORNILLO BRISTOL 4 X 30 NEGRO;;;
TORNILLO BRISTOL 5 X 20 NEGRO;;;
TORNILLO BRISTOL 5 X 25 NEGRO;;;
TORNILLO BRISTOL 5 X 30 NEGRO;;;
TORNILLO BRISTOL 5 X 40 NEGRO;;;
TORNILLO BRISTOL 6 X 20 NEGRO;;;
TORNILLO BRISTOL 6 X 25 NEGRO;;;
TORNILLO BRISTOL 6 X 30 NEGRO;;;
TORNILLO BRISTOL 6 X 35 NEGRO;;;
"TORNILLO HEX RO PAVONADO GRADO 5 3/8X3""";;;
"TORNILLO HEX RO PAVONADO GRADO 5 3/8X4""";;;
DUPLICADO DE LLAVE YALE ORIGINAL;;;
CINTA AISLANTE NEGRA 1.8 CM X 4 YARDAS CAROPA;PEGANTES;;
CINTA AISLANTE NEGRA 18MM X 5MTS MERCURY;PEGANTES;;
"TORNILLO CR RO ZINC 3/16X5""UN";TORNILLERIA;;
"TORNILLO CR RO ZINC 3/16X4""UN";TORNILLERIA;;
RACOR HEMBRA 3/8 GAS;PARTES Y REPUESTOS;;
"COPA PUNT HEXGONAL 3/8"" X 6MM FORTE";HERRAMIENTA MANUAL;;
BISAGRA PARCHE CIERRE LENTO PAR;HERRAJES Y SOPORTES;;
BISAGRA PARCHE MINI PAR;HERRAJES Y SOPORTES;;
ESCUDO DUCHA CROMADO GRICOL;GRIFERIA;;
MANIJA HELIX PALA GRICOL;GRIFERIA;;
LAVADERO  DE 60 X 45 CM SILPLAS;GRIFERIA;;
TEJA DE ZINC DE 305X92CM CAL 35 CORPACERA;CONSTRUCCION;;
PEGACOR SIKACERAM 100 CERAMICO GRIS 25K;CONSTRUCCION;;
SIKAFILL POWER 7 AÃ¯Â¿Â½OS BLANCO GALON;PINTURAS Y DISOLVENTES;;
ESTUCO CORONA ESTUCOR BLANCO 25KG;CONSTRUCCION;;
SIKA ANCHOFIX S 300ML;PEGANTES;;
SIKA TRANSPARENTE 5 AÃ¯Â¿Â½OS GALON;PINTURAS Y DISOLVENTES;;
"TORNILLO DRYWALL 10X4"" UND";TORNILLERIA;;
"TORNILLO DRYWALL 10X4"" DOC";TORNILLERIA;;
"TORNILLO DRYWALL 8X4"" UND";TORNILLERIA;;
"TORNILLO DRYWALL 8X4"" DOC";TORNILLERIA;;
PUNTAS PARA MULTIMETRO ECO;HERRAMIENTA ELECTRICA;;
"TORNILLO DRYWALL 10X4"" 50";TORNILLERIA;;
"TORNILLO DRYWALL 8X4"" 50";TORNILLERIA;;
"BOQUILLERA ALUMINIO 3 X 11/2"" TIRA 6MT";PERFILES Y WINES;;
"BOQUILLERA ALUMINIO 3 X 11/2"" 1M";PERFILES Y WINES;;
CARRETILLA METALICA ROJA BELLOTA;CONSTRUCCION;;
RUEDA CARRETILLA 4.8 PESADA BELLOTA;PARTES Y REPUESTOS;;
TUBO CORTINA CAFE 3/4 1MT;PERFILES Y WINES;;
TUBO CORTINA CAFE 3/4 6MT;PERFILES Y WINES;;
SOPORTE CORTINA METAL PARED CAFE;PERFILES Y WINES;;
SOPORTE CORTINA METAL TECHO CAFE;PERFILES Y WINES;;
ALAMBRE DE PUAS ROLLO 12.5 X200MTS LOWA;CONSTRUCCION;;
SWITCH 6 PATAS;ELECTRICOS;;
MEDIO BLOQUE #4 ROJO;CONSTRUCCION;;
PALIN PALMERO AGROTEK;HERRAMIENTA MANUAL;;
BOTON CROMADO DESAGUE SENCILLO FLUIDMASTER;GRIFERIA;;
PANEL LED FREMELESS 18W REDONDO INCRUSTAR MERCURY;ELECTRICOS;;
PANEL LED FREMELESS 24W REDONDO INCRUSTAR MERCURY;ELECTRICOS;;
PANEL LED FREMELESS 9W REDONDO INCRUSTAR MERCURY;ELECTRICOS;;
PANEL LED FREMELESS 36W REDONDO INCRUSTAR MERCURY;ELECTRICOS;;
SET TARRAJAS 8 PIEZAS BESTTOOL;HERRAMIENTA MANUAL;;
PALITOS DE PALETA UND;PAPELERIA Y ESCOLAR;;
"CINTA DOBLE FAZ 1"" 2MT 3M";PEGANTES;;
KIT VALVULA TANQUE FLOTADOR ABASTO  PLASTICO 1/2 GRIVAL;GRIFERIA;;
JABON PARA LOZA LITRO;ASEO;;
JABON PARA LOZA 500ML;ASEO;;
JABON PARA LOZA GALON;ASEO;;
LIMPIAVIDRIOS LITRO;ASEO;;
LIMPIAVIDRIOS GALON;ASEO;;
REMACHE MEJICANO 6-10 3/16 X 3/4 200U CAJA;TORNILLERIA;;
REMACHE MEJICANO 6-6 3/16 X 1/2 200 U CAJA;TORNILLERIA;;
REMACHE MEJICANO 6-8 3/16 X 5/8 200U CAJA;TORNILLERIA;;
REMACHE MEJICANO 6-12 3/16 X 1 200U CAJA;TORNILLERIA;;
REMACHE MEJICANO 6-14 3/16 X 11/16 200U CAJA;TORNILLERIA;;
REMACHE MEJICANO 6-6 U;TORNILLERIA;;
DESLIZANTES FIELTRO PARA MUEBLE CUADRADOS UND;HOGAR Y COCINA;;
NYLON MULTIUSOS 16 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 20 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 40 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 50 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 60 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 70 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 80 LBS FORTE;SOGAS Y CADENAS;;
NYLON MULTIUSOS 90 LBS FORTE;SOGAS Y CADENAS;;
GRAVILLA MONA #2 20K;CONSTRUCCION;;
GRAVILLA MONA #2 1K;CONSTRUCCION;;
GRAVILLA MONA #3 20K;CONSTRUCCION;;
GRAVILLA MONA #3 1K;CONSTRUCCION;;
SOPORTE CORTINA DOBLE PARED CAFE;HERRAJES Y SOPORTES;;
CERA ROJA COJIN 350G;HOGAR Y COCINA;;
CERA BLANCA COJIN 350G;HOGAR Y COCINA;;
KATORI ESPIRAL UNIDAD;HOGAR Y COCINA;;
CEPILLO PARA LAVAR JUNTAS;ASEO;;
RAID PASTILLA UNIDAD;ASEO;;
BONAIRE VARITAS CANELA;HOGAR Y COCINA;;
GUANTE POLIESTER RECUBIERTO POLIURETANOV AZUL TALLA 6;DOTACION INDUSTRIAL;;
GUANTE NYLON 18 GAUGE POLIURETANO TALLA 8;DOTACION INDUSTRIAL;;
